date,sku_id,location_id,on_hand_quantity,inventory_value,on_order_quantity,reserved_quantity,lead_time_days,supplier_id,category,data_source,description
2011-12-09,21378,SIM-DC-01,6,138.07,1,1,7,SIM-SUP-04,UNMAPPED,synthetic_demo,SMALL TALL CAMPHOR WOOD TOADSTOOL
2011-12-09,21379,SIM-DC-01,6,135.69,1,0,5,SIM-SUP-09,UNMAPPED,synthetic_demo,CAMPHOR WOOD PORTOBELLO MUSHROOM
2011-12-09,21380,SIM-DC-01,5,78.26,3,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,WOODEN HAPPY BIRTHDAY GARLAND
2011-12-09,21381,SIM-DC-01,6,52.21,0,1,7,SIM-SUP-05,UNMAPPED,synthetic_demo,MINI WOODEN HAPPY BIRTHDAY GARLAND
2011-12-09,21382,SIM-DC-01,8,198.55,0,0,5,SIM-SUP-12,UNMAPPED,synthetic_demo,SET/4 SPRING FLOWER DECORATION
2011-12-09,21383,SIM-DC-01,11,133.28,4,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,PACK OF 12 STICKY BUNNIES
2011-12-09,21384,SIM-DC-01,1,6.27,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21385,SIM-DC-01,19,83.50,0,2,10,SIM-SUP-01,UNMAPPED,synthetic_demo,IVORY HANGING DECORATION HEART
2011-12-09,21386,SIM-DC-01,14,200.90,0,1,10,SIM-SUP-01,UNMAPPED,synthetic_demo,IVORY HANGING DECORATION EGG
2011-12-09,21389,SIM-DC-01,3,54.50,1,0,3,SIM-SUP-10,UNMAPPED,synthetic_demo,IVORY HANGING DECORATION BIRD
2011-12-09,21390,SIM-DC-01,49,458.91,0,6,10,SIM-SUP-11,UNMAPPED,synthetic_demo,FILIGRIS HEART WITH BUTTERFLY
2011-12-09,21391,SIM-DC-01,1,17.67,0,0,3,SIM-SUP-04,UNMAPPED,synthetic_demo,FRENCH LAVENDER SCENT HEART
2011-12-09,21392,SIM-DC-01,1,13.46,0,0,5,SIM-SUP-03,UNMAPPED,synthetic_demo,RED POLKADOT PUDDING BOWL
2011-12-09,21393,SIM-DC-01,1,17.02,0,0,10,SIM-SUP-10,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21394,SIM-DC-01,1,17.46,0,0,10,SIM-SUP-05,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21395,SIM-DC-01,1,21.27,0,0,3,SIM-SUP-12,UNMAPPED,synthetic_demo,BLUE POLKADOT BEAKER
2011-12-09,21396,SIM-DC-01,1,13.50,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,RED SPOTTY EGG CUP
2011-12-09,21397,SIM-DC-01,1,4.90,0,0,3,SIM-SUP-12,UNMAPPED,synthetic_demo,BLUE POLKADOT EGG CUP
2011-12-09,21398,SIM-DC-01,3,72.43,1,0,14,SIM-SUP-05,UNMAPPED,synthetic_demo,RED POLKADOT COFFEE MUG
2011-12-09,21399,SIM-DC-01,3,20.27,0,0,10,SIM-SUP-11,UNMAPPED,synthetic_demo,BLUE POLKADOT COFFEE MUG
2011-12-09,21400,SIM-DC-01,6,64.75,0,1,3,SIM-SUP-12,UNMAPPED,synthetic_demo,RED PUDDING SPOON
2011-12-09,21401,SIM-DC-01,4,16.33,0,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,BLUE PUDDING SPOON
2011-12-09,21402,SIM-DC-01,13,185.50,0,0,5,SIM-SUP-10,UNMAPPED,synthetic_demo,RED EGG SPOON
2011-12-09,21403,SIM-DC-01,10,210.48,0,0,5,SIM-SUP-06,UNMAPPED,synthetic_demo,BLUE EGG SPOON
2011-12-09,21407,SIM-DC-01,2,7.16,0,0,7,SIM-SUP-06,UNMAPPED,synthetic_demo,BROWN CHECK CAT DOORSTOP
2011-12-09,21408,SIM-DC-01,12,277.55,2,1,3,SIM-SUP-11,UNMAPPED,synthetic_demo,SPOTTY PINK DUCK DOORSTOP
2011-12-09,21410,SIM-DC-01,2,17.56,0,0,10,SIM-SUP-09,UNMAPPED,synthetic_demo,COUNTRY COTTAGE DOORSTOP GREEN
2011-12-09,21411,SIM-DC-01,45,877.57,2,6,14,SIM-SUP-11,UNMAPPED,synthetic_demo,GINGHAM HEART DOORSTOP RED
2011-12-09,21412,SIM-DC-01,2,21.72,0,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,VINTAGE GOLD TINSEL REEL
2011-12-09,21413,SIM-DC-01,2,6.50,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,PERIWINKLE T-LIGHT HOLDER
2011-12-09,21414,SIM-DC-01,3,50.74,0,0,10,SIM-SUP-01,UNMAPPED,synthetic_demo,SCALLOP SHELL SOAP DISH
2011-12-09,21415,SIM-DC-01,3,15.42,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,CLAM SHELL SMALL
2011-12-09,21417,SIM-DC-01,7,46.20,3,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,COCKLE SHELL DISH
2011-12-09,21418,SIM-DC-01,3,48.91,0,0,10,SIM-SUP-04,UNMAPPED,synthetic_demo,STARFISH SOAP DISH
2011-12-09,21421,SIM-DC-01,1,6.28,0,0,5,SIM-SUP-05,UNMAPPED,synthetic_demo,PORCELAIN ROSE LARGE
2011-12-09,21422,SIM-DC-01,3,54.62,1,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,PORCELAIN ROSE SMALL
2011-12-09,21424,SIM-DC-01,3,11.33,1,0,14,SIM-SUP-10,UNMAPPED,synthetic_demo,WOODLAND STORAGE BOX LARGE
2011-12-09,21425,SIM-DC-01,1,21.70,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,SKULLS STORAGE BOX LARGE
2011-12-09,21426,SIM-DC-01,8,51.83,0,0,7,SIM-SUP-03,UNMAPPED,synthetic_demo,WOODLAND STORAGE BOX SMALL
2011-12-09,21427,SIM-DC-01,2,43.81,0,0,7,SIM-SUP-10,UNMAPPED,synthetic_demo,SKULLS STORAGE BOX SMALL
2011-12-09,21428,SIM-DC-01,10,23.12,0,1,3,SIM-SUP-01,UNMAPPED,synthetic_demo,SET3 BOOK BOX GREEN GINGHAM FLOWER
2011-12-09,21429,SIM-DC-01,84,1351.51,0,12,5,SIM-SUP-05,UNMAPPED,synthetic_demo,RED GINGHAM ROSE JEWELLERY BOX
2011-12-09,21430,SIM-DC-01,97,1366.78,0,13,10,SIM-SUP-10,UNMAPPED,synthetic_demo,SET/3 RED GINGHAM ROSE STORAGE BOX
2011-12-09,21431,SIM-DC-01,1,13.27,0,0,5,SIM-SUP-07,UNMAPPED,synthetic_demo,GREEN GINGHAM FLOWER JEWELLERY BOX
2011-12-09,21432,SIM-DC-01,1,17.26,0,0,10,SIM-SUP-09,UNMAPPED,synthetic_demo,SET OF 3 CASES WOODLAND DESIGN
2011-12-09,21437,SIM-DC-01,1,7.79,0,0,5,SIM-SUP-06,UNMAPPED,synthetic_demo,24 HANGING EASTER EGGS FLORAL TUB
2011-12-09,21439,SIM-DC-01,7,48.21,0,0,7,SIM-SUP-03,UNMAPPED,synthetic_demo,BASKET OF TOADSTOOLS
2011-12-09,21440,SIM-DC-01,1,10.84,0,0,7,SIM-SUP-10,UNMAPPED,synthetic_demo,12 MINI TOADSTOOL PEGS
2011-12-09,21441,SIM-DC-01,7,18.42,0,1,7,SIM-SUP-10,UNMAPPED,synthetic_demo,BLUE BIRDHOUSE DECORATION
2011-12-09,21442,SIM-DC-01,14,301.87,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,GREEN BIRDHOUSE DECORATION
2011-12-09,21444,SIM-DC-01,3,23.76,0,0,14,SIM-SUP-05,UNMAPPED,synthetic_demo,BLUE CHALET BIRDFEEDER
2011-12-09,21445,SIM-DC-01,2,22.08,0,0,14,SIM-SUP-06,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21446,SIM-DC-01,11,181.68,6,0,10,SIM-SUP-07,UNMAPPED,synthetic_demo,12 RED ROSE PEG PLACE SETTINGS
2011-12-09,21447,SIM-DC-01,1,12.29,0,0,7,SIM-SUP-07,UNMAPPED,synthetic_demo,12 IVORY ROSE PEG PLACE SETTINGS
2011-12-09,21448,SIM-DC-01,1,7.75,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,12 DAISY PEGS IN WOOD BOX
2011-12-09,21452,SIM-DC-01,17,239.20,0,2,5,SIM-SUP-11,UNMAPPED,synthetic_demo,TOADSTOOL MONEY BOX
2011-12-09,21454,SIM-DC-01,2,5.21,0,0,3,SIM-SUP-10,UNMAPPED,synthetic_demo,PAINTED PINK RABBIT
2011-12-09,21455,SIM-DC-01,1,12.40,0,0,3,SIM-SUP-05,UNMAPPED,synthetic_demo,PAINTED YELLOW WOODEN DAISY
2011-12-09,21456,SIM-DC-01,2,38.21,0,0,14,SIM-SUP-02,UNMAPPED,synthetic_demo,2 PICTURE BOOK EGGS EASTER CHICKS
2011-12-09,21457,SIM-DC-01,1,3.80,0,0,5,SIM-SUP-10,UNMAPPED,synthetic_demo,2 PICTURE BOOK EGGS EASTER DUCKS
2011-12-09,21458,SIM-DC-01,2,46.21,0,0,7,SIM-SUP-01,UNMAPPED,synthetic_demo,2 PICTURE BOOK EGGS EASTER BUNNY
2011-12-09,21459,SIM-DC-01,1,13.86,0,0,7,SIM-SUP-01,UNMAPPED,synthetic_demo,YELLOW EASTER EGG HUNT START POST
2011-12-09,21462,SIM-DC-01,12,57.78,0,1,14,SIM-SUP-05,UNMAPPED,synthetic_demo,"NURSERY A,B,C PAINTED LETTERS"
2011-12-09,21463,SIM-DC-01,31,716.81,0,1,10,SIM-SUP-08,UNMAPPED,synthetic_demo,MIRRORED DISCO BALL
2011-12-09,21464,SIM-DC-01,18,190.49,0,2,14,SIM-SUP-05,UNMAPPED,synthetic_demo,DISCO BALL ROTATOR BATTERY OPERATED
2011-12-09,21465,SIM-DC-01,2,4.01,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,PINK FLOWER CROCHET FOOD COVER
2011-12-09,21466,SIM-DC-01,5,67.64,0,0,10,SIM-SUP-02,UNMAPPED,synthetic_demo,RED FLOWER CROCHET FOOD COVER
2011-12-09,21467,SIM-DC-01,2,8.46,0,0,7,SIM-SUP-06,UNMAPPED,synthetic_demo,CHERRY CROCHET FOOD COVER
2011-12-09,21468,SIM-DC-01,3,56.70,0,0,10,SIM-SUP-07,UNMAPPED,synthetic_demo,BUTTERFLY CROCHET FOOD COVER
2011-12-09,21469,SIM-DC-01,6,103.81,0,0,14,SIM-SUP-03,UNMAPPED,synthetic_demo,POLKA DOT RAFFIA FOOD COVER
2011-12-09,21470,SIM-DC-01,2,6.35,0,0,3,SIM-SUP-12,UNMAPPED,synthetic_demo,FLOWER VINE RAFFIA FOOD COVER
2011-12-09,21471,SIM-DC-01,6,119.64,0,1,3,SIM-SUP-01,UNMAPPED,synthetic_demo,STRAWBERRY RAFFIA FOOD COVER
2011-12-09,21472,SIM-DC-01,1,23.67,0,0,5,SIM-SUP-05,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21473,SIM-DC-01,2,28.64,0,0,10,SIM-SUP-09,UNMAPPED,synthetic_demo,SWEETHEART CREAM STEEL TABLE RECT
2011-12-09,21474,SIM-DC-01,1,23.38,0,0,5,SIM-SUP-05,UNMAPPED,synthetic_demo,SWEETHEART CREAM STEEL FOLDIN BENCH
2011-12-09,21476,SIM-DC-01,1,12.27,0,0,5,SIM-SUP-02,UNMAPPED,synthetic_demo,STEEL SWEETHEART ROUND TABLE CREAM
2011-12-09,21478,SIM-DC-01,1,13.21,0,0,10,SIM-SUP-11,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21479,SIM-DC-01,250,6098.74,79,31,7,SIM-SUP-11,UNMAPPED,synthetic_demo,WHITE SKULL HOT WATER BOTTLE
2011-12-09,21481,SIM-DC-01,124,3028.39,0,6,10,SIM-SUP-09,UNMAPPED,synthetic_demo,FAWN BLUE HOT WATER BOTTLE
2011-12-09,21482,SIM-DC-01,1,10.69,0,0,5,SIM-SUP-12,UNMAPPED,synthetic_demo,MUSHROOM BLUE HOT WATER BOTTLE
2011-12-09,21484,SIM-DC-01,121,789.23,0,18,7,SIM-SUP-11,UNMAPPED,synthetic_demo,CHICK GREY HOT WATER BOTTLE
2011-12-09,21485,SIM-DC-01,509,2903.01,0,44,14,SIM-SUP-11,UNMAPPED,synthetic_demo,RETROSPOT HEART HOT WATER BOTTLE
2011-12-09,21486,SIM-DC-01,1,8.20,0,0,5,SIM-SUP-03,UNMAPPED,synthetic_demo,PINK HEART DOTS HOT WATER BOTTLE
2011-12-09,21488,SIM-DC-01,1,23.55,0,0,5,SIM-SUP-07,UNMAPPED,synthetic_demo,RED WHITE SCARF HOT WATER BOTTLE
2011-12-09,21491,SIM-DC-01,1,9.49,0,0,3,SIM-SUP-03,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21494,SIM-DC-01,142,3134.54,32,9,10,SIM-SUP-11,UNMAPPED,synthetic_demo,ROTATING LEAVES T-LIGHT HOLDER
2011-12-09,21495,SIM-DC-01,118,1900.81,0,3,7,SIM-SUP-01,UNMAPPED,synthetic_demo,SKULLS AND CROSSBONES WRAP
2011-12-09,21497,SIM-DC-01,105,2121.80,0,8,3,SIM-SUP-11,UNMAPPED,synthetic_demo,FANCY FONTS BIRTHDAY WRAP
2011-12-09,21498,SIM-DC-01,89,1874.41,0,12,3,SIM-SUP-04,UNMAPPED,synthetic_demo,RED RETROSPOT WRAP
2011-12-09,21499,SIM-DC-01,35,704.66,0,1,5,SIM-SUP-06,UNMAPPED,synthetic_demo,BLUE POLKADOT WRAP
2011-12-09,21500,SIM-DC-01,91,1816.51,0,8,7,SIM-SUP-03,UNMAPPED,synthetic_demo,PINK POLKADOT WRAP
2011-12-09,21503,SIM-DC-01,3,51.90,0,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,TOYBOX WRAP
2011-12-09,21504,SIM-DC-01,20,498.14,4,2,10,SIM-SUP-02,UNMAPPED,synthetic_demo,SKULLS GREETING CARD
2011-12-09,21506,SIM-DC-01,89,1398.95,0,1,7,SIM-SUP-10,UNMAPPED,synthetic_demo,"FANCY FONT BIRTHDAY CARD,"
2011-12-09,21507,SIM-DC-01,64,1317.86,0,8,5,SIM-SUP-01,UNMAPPED,synthetic_demo,ELEPHANT BIRTHDAY CARD
2011-12-09,21508,SIM-DC-01,8,147.62,0,1,3,SIM-SUP-03,UNMAPPED,synthetic_demo,VINTAGE KID DOLLY CARD
2011-12-09,21509,SIM-DC-01,50,706.93,0,6,5,SIM-SUP-03,UNMAPPED,synthetic_demo,COWBOYS AND INDIANS BIRTHDAY CARD
2011-12-09,21518,SIM-DC-01,2,16.57,0,0,7,SIM-SUP-02,UNMAPPED,synthetic_demo,BANK ACCOUNT GREETING CARD
2011-12-09,21519,SIM-DC-01,18,297.19,6,1,3,SIM-SUP-07,UNMAPPED,synthetic_demo,GIN & TONIC DIET GREETING CARD
2011-12-09,21520,SIM-DC-01,2,31.76,0,0,3,SIM-SUP-10,UNMAPPED,synthetic_demo,BOOZE & WOMEN GREETING CARD
2011-12-09,21523,SIM-DC-01,27,451.72,14,1,5,SIM-SUP-06,UNMAPPED,synthetic_demo,DOORMAT FANCY FONT HOME SWEET HOME
2011-12-09,21524,SIM-DC-01,39,228.85,0,5,7,SIM-SUP-11,UNMAPPED,synthetic_demo,DOORMAT SPOTTY HOME SWEET HOME
2011-12-09,21527,SIM-DC-01,1,5.16,1,0,14,SIM-SUP-09,UNMAPPED,synthetic_demo,RED RETROSPOT TRADITIONAL TEAPOT
2011-12-09,21528,SIM-DC-01,2,22.11,0,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,DAIRY MAID TRADITIONAL TEAPOT
2011-12-09,21529,SIM-DC-01,1,21.60,0,0,10,SIM-SUP-10,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21530,SIM-DC-01,4,34.80,0,0,5,SIM-SUP-02,UNMAPPED,synthetic_demo,DAIRY MAID TOASTRACK
2011-12-09,21531,SIM-DC-01,38,530.03,0,4,5,SIM-SUP-06,UNMAPPED,synthetic_demo,RED RETROSPOT SUGAR JAM BOWL
2011-12-09,21532,SIM-DC-01,4,54.19,0,0,14,SIM-SUP-08,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21533,SIM-DC-01,10,148.81,5,1,14,SIM-SUP-07,UNMAPPED,synthetic_demo,RETROSPOT LARGE MILK JUG
2011-12-09,21534,SIM-DC-01,7,33.33,0,1,10,SIM-SUP-12,UNMAPPED,synthetic_demo,DAIRY MAID LARGE MILK JUG
2011-12-09,21535,SIM-DC-01,53,851.45,0,3,7,SIM-SUP-10,UNMAPPED,synthetic_demo,RED RETROSPOT SMALL MILK JUG
2011-12-09,21536,SIM-DC-01,1,13.00,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,DAIRY MAID SMALL MILK JUG
2011-12-09,21537,SIM-DC-01,12,296.58,1,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,RED RETROSPOT PUDDING BOWL
2011-12-09,21538,SIM-DC-01,1,4.67,0,0,10,SIM-SUP-04,UNMAPPED,synthetic_demo,DAIRY MAID PUDDING BOWL
2011-12-09,21539,SIM-DC-01,1,24.45,0,0,7,SIM-SUP-02,UNMAPPED,synthetic_demo,check
2011-12-09,21540,SIM-DC-01,1,16.51,0,0,3,SIM-SUP-12,UNMAPPED,synthetic_demo,DAIRY MAID BUTTER DISH
2011-12-09,21541,SIM-DC-01,1,22.24,0,0,5,SIM-SUP-07,UNMAPPED,synthetic_demo,DINOSAURS WATER TRANSFER TATTOOS
2011-12-09,21542,SIM-DC-01,2,34.54,0,0,14,SIM-SUP-11,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21544,SIM-DC-01,52,916.95,0,5,7,SIM-SUP-04,UNMAPPED,synthetic_demo,SKULLS WATER TRANSFER TATTOOS
2011-12-09,21545,SIM-DC-01,0,0.00,0,0,3,SIM-SUP-02,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21547,SIM-DC-01,1,17.25,0,0,7,SIM-SUP-06,UNMAPPED,synthetic_demo,CERAMIC BIRDHOUSE CRESTED TIT SMALL
2011-12-09,21548,SIM-DC-01,3,40.73,0,0,14,SIM-SUP-07,UNMAPPED,synthetic_demo,CERAMIC BIRDHOUSE FINCH BLUE ROOF
2011-12-09,21549,SIM-DC-01,1,9.04,0,0,3,SIM-SUP-01,UNMAPPED,synthetic_demo,CERAMIC BIRDHOUSE RED ROOF SMALL
2011-12-09,21550,SIM-DC-01,1,7.70,0,0,14,SIM-SUP-02,UNMAPPED,synthetic_demo,CERAMIC BIRDHOUSE CRESTED TIT LARGE
2011-12-09,21555,SIM-DC-01,11,183.70,0,2,14,SIM-SUP-12,UNMAPPED,synthetic_demo,CERAMIC STRAWBERRY TRINKET TRAY
2011-12-09,21556,SIM-DC-01,4,99.39,1,0,10,SIM-SUP-08,UNMAPPED,synthetic_demo,CERAMIC STRAWBERRY MONEY BOX
2011-12-09,21557,SIM-DC-01,9,118.58,0,1,7,SIM-SUP-01,UNMAPPED,synthetic_demo,SET OF 6 FUNKY BEAKERS
2011-12-09,21558,SIM-DC-01,32,730.06,0,4,3,SIM-SUP-03,UNMAPPED,synthetic_demo,SKULL LUNCH BOX WITH CUTLERY
2011-12-09,21559,SIM-DC-01,23,384.75,1,1,3,SIM-SUP-10,UNMAPPED,synthetic_demo,STRAWBERRY LUNCH BOX WITH CUTLERY
2011-12-09,21561,SIM-DC-01,7,48.24,0,0,3,SIM-SUP-02,UNMAPPED,synthetic_demo,DINOSAUR LUNCH BOX WITH CUTLERY
2011-12-09,21562,SIM-DC-01,3,11.79,0,0,5,SIM-SUP-01,UNMAPPED,synthetic_demo,HAWAIIAN GRASS SKIRT
2011-12-09,21563,SIM-DC-01,43,654.69,9,6,10,SIM-SUP-04,UNMAPPED,synthetic_demo,RED HEART SHAPE LOVE BUCKET
2011-12-09,21564,SIM-DC-01,7,90.66,0,1,7,SIM-SUP-09,UNMAPPED,synthetic_demo,PINK HEART SHAPE LOVE BUCKET
2011-12-09,21576,SIM-DC-01,4,16.72,0,0,3,SIM-SUP-07,UNMAPPED,synthetic_demo,LETS GO SHOPPING COTTON TOTE BAG
2011-12-09,21577,SIM-DC-01,5,56.52,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,SAVE THE PLANET COTTON TOTE BAG
2011-12-09,21578,SIM-DC-01,2,30.88,1,0,7,SIM-SUP-03,UNMAPPED,synthetic_demo,WOODLAND DESIGN COTTON TOTE BAG
2011-12-09,21579,SIM-DC-01,2,6.16,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,LOLITA DESIGN COTTON TOTE BAG
2011-12-09,21580,SIM-DC-01,5,52.89,0,1,5,SIM-SUP-09,UNMAPPED,synthetic_demo,RABBIT DESIGN COTTON TOTE BAG
2011-12-09,21581,SIM-DC-01,4,71.32,0,0,3,SIM-SUP-03,UNMAPPED,synthetic_demo,SKULLS DESIGN COTTON TOTE BAG
2011-12-09,21584,SIM-DC-01,57,667.29,0,2,14,SIM-SUP-10,UNMAPPED,synthetic_demo,RETROSPOT SMALL TUBE MATCHES
2011-12-09,21586,SIM-DC-01,3,55.59,0,0,14,SIM-SUP-05,UNMAPPED,synthetic_demo,KINGS CHOICE GIANT TUBE MATCHES
2011-12-09,21587,SIM-DC-01,1,21.35,0,0,10,SIM-SUP-05,UNMAPPED,synthetic_demo,COSY HOUR GIANT TUBE MATCHES
2011-12-09,21588,SIM-DC-01,71,288.94,0,1,7,SIM-SUP-03,UNMAPPED,synthetic_demo,RETROSPOT GIANT TUBE MATCHES
2011-12-09,21589,SIM-DC-01,1,19.09,0,0,5,SIM-SUP-09,UNMAPPED,synthetic_demo,SWALLOW GIANT TUBE MATCHES
2011-12-09,21590,SIM-DC-01,2,16.92,0,0,10,SIM-SUP-07,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21591,SIM-DC-01,14,199.72,0,2,3,SIM-SUP-07,UNMAPPED,synthetic_demo,COSY HOUR CIGAR BOX MATCHES
2011-12-09,21592,SIM-DC-01,44,965.35,0,6,3,SIM-SUP-12,UNMAPPED,synthetic_demo,RETROSPOT CIGAR BOX MATCHES
2011-12-09,21593,SIM-DC-01,3,50.72,0,0,10,SIM-SUP-10,UNMAPPED,synthetic_demo,SWALLOW CIGAR BOX MATCHES
2011-12-09,21609,SIM-DC-01,2,12.98,0,0,7,SIM-SUP-05,UNMAPPED,synthetic_demo,SET 12 LAVENDER BOTANICAL T-LIGHTS
2011-12-09,21610,SIM-DC-01,1,11.81,0,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,SET 12 PEAR BOTANICAL T-LIGHTS
2011-12-09,21611,SIM-DC-01,2,18.52,1,0,14,SIM-SUP-07,UNMAPPED,synthetic_demo,SET OF 12 LILY BOTANICAL T-LIGHTS
2011-12-09,21612,SIM-DC-01,4,82.62,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,SET 12 WILDFLOWER BOTANICAL T-LIGHT
2011-12-09,21613,SIM-DC-01,1,24.08,0,0,3,SIM-SUP-02,UNMAPPED,synthetic_demo,S/12 VANILLA BOTANICAL T-LIGHTS
2011-12-09,21614,SIM-DC-01,1,18.58,0,0,3,SIM-SUP-10,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21615,SIM-DC-01,99,916.19,0,14,5,SIM-SUP-07,UNMAPPED,synthetic_demo,4 LAVENDER BOTANICAL DINNER CANDLES
2011-12-09,21616,SIM-DC-01,320,3678.85,0,43,14,SIM-SUP-11,UNMAPPED,synthetic_demo,4 PEAR BOTANICAL DINNER CANDLES
2011-12-09,21617,SIM-DC-01,23,286.69,0,1,10,SIM-SUP-08,UNMAPPED,synthetic_demo,4 LILY BOTANICAL DINNER CANDLES
2011-12-09,21618,SIM-DC-01,13,157.80,0,1,10,SIM-SUP-05,UNMAPPED,synthetic_demo,4 WILDFLOWER BOTANICAL CANDLES
2011-12-09,21619,SIM-DC-01,176,2524.72,0,17,7,SIM-SUP-07,UNMAPPED,synthetic_demo,4 VANILLA BOTANICAL CANDLES
2011-12-09,21620,SIM-DC-01,242,4368.22,0,25,14,SIM-SUP-03,UNMAPPED,synthetic_demo,SET OF 4 ROSE BOTANICAL CANDLES
2011-12-09,21621,SIM-DC-01,31,233.52,0,3,5,SIM-SUP-12,UNMAPPED,synthetic_demo,VINTAGE UNION JACK BUNTING
2011-12-09,21622,SIM-DC-01,4,56.69,0,0,7,SIM-SUP-06,UNMAPPED,synthetic_demo,VINTAGE UNION JACK CUSHION COVER
2011-12-09,21623,SIM-DC-01,12,85.81,0,2,5,SIM-SUP-09,UNMAPPED,synthetic_demo,VINTAGE UNION JACK MEMOBOARD
2011-12-09,21624,SIM-DC-01,9,211.16,4,1,10,SIM-SUP-05,UNMAPPED,synthetic_demo,VINTAGE UNION JACK DOORSTOP
2011-12-09,21625,SIM-DC-01,3,18.11,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,VINTAGE UNION JACK APRON
2011-12-09,21626,SIM-DC-01,4,10.19,0,0,10,SIM-SUP-05,UNMAPPED,synthetic_demo,VINTAGE UNION JACK PENNANT
2011-12-09,21627,SIM-DC-01,2,8.19,0,0,14,SIM-SUP-08,UNMAPPED,synthetic_demo,ELEPHANT CARNIVAL POUFFE
2011-12-09,21628,SIM-DC-01,2,25.88,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,TRIANGULAR POUFFE VINTAGE
2011-12-09,21629,SIM-DC-01,14,140.02,1,1,14,SIM-SUP-06,UNMAPPED,synthetic_demo,SQUARE FLOOR CUSHION VINTAGE RED
2011-12-09,21630,SIM-DC-01,2,40.13,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,FLOOR CUSHION ELEPHANT CARNIVAL
2011-12-09,21631,SIM-DC-01,1,2.62,0,0,10,SIM-SUP-05,UNMAPPED,synthetic_demo,HIPPY CHIC DECORATIVE PARASOL
2011-12-09,21632,SIM-DC-01,2,34.59,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21633,SIM-DC-01,3,69.39,0,0,7,SIM-SUP-09,UNMAPPED,synthetic_demo,SUNFLOWER DECORATIVE PARASOL
2011-12-09,21634,SIM-DC-01,2,24.82,0,0,10,SIM-SUP-07,UNMAPPED,synthetic_demo,ASSORTED MINI MADRAS NOTEBOOK
2011-12-09,21635,SIM-DC-01,1,6.58,0,0,7,SIM-SUP-02,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,21636,SIM-DC-01,29,524.73,0,1,5,SIM-SUP-06,UNMAPPED,synthetic_demo,MADRAS NOTEBOOK MEDIUM
2011-12-09,21637,SIM-DC-01,2,10.44,1,0,14,SIM-SUP-07,UNMAPPED,synthetic_demo,ASSORTED SANSKRIT MINI NOTEBOOK
2011-12-09,21638,SIM-DC-01,7,54.76,0,0,3,SIM-SUP-08,UNMAPPED,synthetic_demo,ASSORTED TUTTI FRUTTI NOTEBOOK
2011-12-09,21640,SIM-DC-01,24,93.22,0,2,7,SIM-SUP-10,UNMAPPED,synthetic_demo,ASSORTED TUTTI FRUTTI FOB NOTEBOOK
2011-12-09,21641,SIM-DC-01,1,13.32,0,0,3,SIM-SUP-07,UNMAPPED,synthetic_demo,ASSORTED TUTTI FRUTTI KEYRING BALL
2011-12-09,21642,SIM-DC-01,137,1553.22,12,17,14,SIM-SUP-05,UNMAPPED,synthetic_demo,ASSORTED TUTTI FRUTTI PEN
