snapshot_date,sku_id,description,location_count,supplier_ids,on_hand_quantity,on_order_quantity,reserved_quantity,inventory_position_units,avg_daily_demand_units,daily_demand_stddev_units,supplier_lead_time_days,service_level,z_score,safety_stock_units,reorder_point_units,target_stock_units,review_period_days,recommended_reorder_quantity,recommendation_status
2011-12-09,21576,LETS GO SHOPPING COTTON TOTE BAG,1,SIM-SUP-07,4.0000,0.0000,0.0000,4.0000,0.8214,1.7739,3,95.00%,1.6449,5.0538,7.5180,13.2680,7,10,reorder_now
2011-12-09,21577,SAVE THE PLANET COTTON TOTE BAG,1,SIM-SUP-11,5.0000,0.0000,0.0000,5.0000,1.8214,2.8165,7,95.00%,1.6449,12.2568,25.0068,37.7568,7,33,reorder_now
2011-12-09,21578,WOODLAND DESIGN COTTON TOTE BAG,1,SIM-SUP-03,2.0000,1.0000,0.0000,3.0000,0.0357,0.1856,7,95.00%,1.6449,0.8076,1.0576,1.3076,7,0,no_order_required
2011-12-09,21579,LOLITA DESIGN COTTON TOTE BAG,1,SIM-SUP-11,2.0000,0.0000,0.0000,2.0000,0.7143,2.4474,3,95.00%,1.6449,6.9726,9.1154,14.1154,7,13,reorder_now
2011-12-09,21580,RABBIT DESIGN COTTON TOTE BAG,1,SIM-SUP-09,5.0000,0.0000,1.0000,4.0000,0.6429,2.2712,5,95.00%,1.6449,8.3533,11.5676,16.0676,7,13,reorder_now
2011-12-09,21581,SKULLS DESIGN COTTON TOTE BAG,1,SIM-SUP-03,4.0000,0.0000,0.0000,4.0000,0.6429,1.7158,3,95.00%,1.6449,4.8882,6.8168,11.3168,7,8,reorder_now
2011-12-09,21584,RETROSPOT SMALL TUBE MATCHES,1,SIM-SUP-10,57.0000,0.0000,2.0000,55.0000,5.6071,7.5040,14,95.00%,1.6449,46.1832,124.6832,163.9332,7,109,reorder_now
2011-12-09,21586,KINGS CHOICE GIANT TUBE MATCHES,1,SIM-SUP-05,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21587,COSY HOUR GIANT TUBE MATCHES,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21588,RETROSPOT GIANT TUBE MATCHES,1,SIM-SUP-03,71.0000,0.0000,1.0000,70.0000,12.7857,34.7639,7,95.00%,1.6449,151.2879,240.7879,330.2879,7,261,reorder_now
2011-12-09,21589,SWALLOW GIANT TUBE MATCHES,1,SIM-SUP-09,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21590,UNKNOWN,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21591,COSY HOUR CIGAR BOX MATCHES,1,SIM-SUP-07,14.0000,0.0000,2.0000,12.0000,13.0357,34.0488,3,95.00%,1.6449,97.0040,136.1111,227.3611,7,216,reorder_now
2011-12-09,21592,RETROSPOT CIGAR BOX MATCHES,1,SIM-SUP-12,44.0000,0.0000,6.0000,38.0000,33.8929,67.2534,3,95.00%,1.6449,191.6030,293.2816,530.5316,7,493,reorder_now
2011-12-09,21593,SWALLOW CIGAR BOX MATCHES,1,SIM-SUP-10,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21609,SET 12 LAVENDER BOTANICAL T-LIGHTS,1,SIM-SUP-05,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21610,SET 12 PEAR BOTANICAL T-LIGHTS,1,SIM-SUP-06,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,1,SIM-SUP-07,2.0000,1.0000,0.0000,3.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,1,SIM-SUP-01,4.0000,0.0000,0.0000,4.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21613,S/12 VANILLA BOTANICAL T-LIGHTS,1,SIM-SUP-02,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21614,UNKNOWN,1,SIM-SUP-10,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,SIM-SUP-07,99.0000,0.0000,14.0000,85.0000,13.4643,24.7509,5,95.00%,1.6449,91.0338,158.3553,252.6053,7,168,reorder_now
2011-12-09,21616,4 PEAR BOTANICAL DINNER CANDLES,1,SIM-SUP-11,320.0000,0.0000,43.0000,277.0000,13.7143,18.4968,14,95.00%,1.6449,113.8383,305.8383,401.8383,7,125,reorder_now
2011-12-09,21617,4 LILY BOTANICAL DINNER CANDLES,1,SIM-SUP-08,23.0000,0.0000,1.0000,22.0000,4.1071,9.6560,10,95.00%,1.6449,50.2256,91.2970,120.0470,7,99,reorder_now
2011-12-09,21618,4 WILDFLOWER BOTANICAL CANDLES,1,SIM-SUP-05,13.0000,0.0000,1.0000,12.0000,0.2857,1.0302,10,95.00%,1.6449,5.3583,8.2155,10.2155,7,0,no_order_required
2011-12-09,21619,4 VANILLA BOTANICAL CANDLES,1,SIM-SUP-07,176.0000,0.0000,17.0000,159.0000,14.6071,23.3824,7,95.00%,1.6449,101.7574,204.0074,306.2574,7,148,reorder_now
2011-12-09,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,SIM-SUP-03,242.0000,0.0000,25.0000,217.0000,14.3214,14.3702,14,95.00%,1.6449,88.4413,288.9413,389.1913,7,173,reorder_now
2011-12-09,21621,VINTAGE UNION JACK BUNTING,1,SIM-SUP-12,31.0000,0.0000,3.0000,28.0000,3.7143,3.6337,5,95.00%,1.6449,13.3649,31.9363,57.9363,7,30,reorder_now
2011-12-09,21622,VINTAGE UNION JACK CUSHION COVER,1,SIM-SUP-06,4.0000,0.0000,0.0000,4.0000,0.1786,0.6008,7,95.00%,1.6449,2.6146,3.8646,5.1146,7,0,no_order_required
2011-12-09,21623,VINTAGE UNION JACK MEMOBOARD,1,SIM-SUP-09,12.0000,0.0000,2.0000,10.0000,3.0357,10.2869,5,95.00%,1.6449,37.8352,53.0138,74.2638,7,65,reorder_now
2011-12-09,21624,VINTAGE UNION JACK DOORSTOP,1,SIM-SUP-05,9.0000,4.0000,1.0000,12.0000,0.6786,1.5131,10,95.00%,1.6449,7.8705,14.6562,19.4062,7,8,reorder_now
2011-12-09,21625,VINTAGE UNION JACK APRON,1,SIM-SUP-11,3.0000,0.0000,0.0000,3.0000,1.0000,1.8898,3,95.00%,1.6449,5.3840,8.3840,15.3840,7,13,reorder_now
2011-12-09,21626,VINTAGE UNION JACK PENNANT,1,SIM-SUP-05,4.0000,0.0000,0.0000,4.0000,0.4286,2.2269,10,95.00%,1.6449,11.5833,15.8690,18.8690,7,15,reorder_now
2011-12-09,21627,ELEPHANT CARNIVAL POUFFE,1,SIM-SUP-08,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21628,TRIANGULAR POUFFE VINTAGE,1,SIM-SUP-11,2.0000,0.0000,0.0000,2.0000,0.1071,0.3093,7,95.00%,1.6449,1.3460,2.0960,2.8460,7,1,reorder_now
2011-12-09,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,SIM-SUP-06,14.0000,1.0000,1.0000,14.0000,0.4643,0.8653,14,95.00%,1.6449,5.3254,11.8254,15.0754,7,0,no_order_required
2011-12-09,21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,SIM-SUP-11,2.0000,0.0000,0.0000,2.0000,0.2143,0.4897,7,95.00%,1.6449,2.1311,3.6311,5.1311,7,4,reorder_now
2011-12-09,21631,HIPPY CHIC DECORATIVE PARASOL,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0357,0.1856,10,95.00%,1.6449,0.9653,1.3224,1.5724,7,1,reorder_now
2011-12-09,21632,UNKNOWN,1,SIM-SUP-12,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21633,SUNFLOWER DECORATIVE PARASOL,1,SIM-SUP-09,3.0000,0.0000,0.0000,3.0000,0.2143,0.7726,7,95.00%,1.6449,3.3623,4.8623,6.3623,7,4,reorder_now
2011-12-09,21634,ASSORTED MINI MADRAS NOTEBOOK,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21635,UNKNOWN,1,SIM-SUP-02,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21636,MADRAS NOTEBOOK MEDIUM,1,SIM-SUP-06,29.0000,0.0000,1.0000,28.0000,4.6071,8.3338,5,95.00%,1.6449,30.6519,53.6876,85.9376,7,58,reorder_now
2011-12-09,21637,ASSORTED SANSKRIT MINI NOTEBOOK,1,SIM-SUP-07,2.0000,1.0000,0.0000,3.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1,SIM-SUP-08,7.0000,0.0000,0.0000,7.0000,1.7500,3.9877,3,95.00%,1.6449,11.3609,16.6109,28.8609,7,22,reorder_now
2011-12-09,21640,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,1,SIM-SUP-10,24.0000,0.0000,2.0000,22.0000,3.3214,6.3978,7,95.00%,1.6449,27.8426,51.0926,74.3426,7,53,reorder_now
2011-12-09,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1,SIM-SUP-07,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21642,ASSORTED TUTTI FRUTTI PEN,1,SIM-SUP-05,137.0000,12.0000,17.0000,132.0000,12.4643,18.6020,14,95.00%,1.6449,114.4856,288.9856,376.2356,7,245,reorder_now
2011-12-09,21643,ASSORTED TUTTI FRUTTI MIRROR,1,SIM-SUP-02,4.0000,1.0000,0.0000,5.0000,3.5714,14.1558,7,95.00%,1.6449,61.6044,86.6044,111.6044,7,107,reorder_now
2011-12-09,21644,ASSORTED TUTTI FRUTTI HEART BOX,1,SIM-SUP-06,2.0000,0.0000,0.0000,2.0000,0.3929,1.4228,3,95.00%,1.6449,4.0534,5.2320,7.9820,7,6,reorder_now
2011-12-09,21645,ASSORTED TUTTI FRUTTI ROUND BOX,1,SIM-SUP-06,3.0000,1.0000,0.0000,4.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,SIM-SUP-12,4.0000,0.0000,0.0000,4.0000,0.2500,1.1220,14,95.00%,1.6449,6.9054,10.4054,12.1554,7,9,reorder_now
2011-12-09,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1,SIM-SUP-03,7.0000,0.0000,1.0000,6.0000,3.1071,10.0511,10,95.00%,1.6449,52.2805,83.3520,105.1020,7,100,reorder_now
2011-12-09,21650,ASSORTED TUTTI FRUTTI BRACELET,1,SIM-SUP-01,123.0000,26.0000,7.0000,142.0000,10.2500,10.5072,7,95.00%,1.6449,45.7261,117.4761,189.2261,7,0,no_order_required
2011-12-09,21651,HANGING GLASS ETCHED TEALIGHT,1,SIM-SUP-08,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,1,SIM-SUP-10,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21654,RIDGED GLASS FINGER BOWL,1,SIM-SUP-12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21655,UNKNOWN,1,SIM-SUP-12,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21656,RIDGED GLASS POSY VASE,1,SIM-SUP-12,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21657,MILK BOTTLE WITH GLASS STOPPER,1,SIM-SUP-05,4.0000,0.0000,1.0000,3.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21658,UNKNOWN,1,SIM-SUP-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21659,UNKNOWN,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21661,VINTAGE GLASS TEA CADDY,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21662,UNKNOWN,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21664,RIDGED GLASS STORAGE JAR CREAM LID,1,SIM-SUP-02,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21666,RIDGED GLASS T-LIGHT HOLDER,1,SIM-SUP-08,6.0000,0.0000,0.0000,6.0000,3.0000,5.8919,10,95.00%,1.6449,30.6465,60.6465,81.6465,7,76,reorder_now
2011-12-09,21667,UNKNOWN,1,SIM-SUP-09,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21668,RED STRIPE CERAMIC DRAWER KNOB,1,SIM-SUP-01,49.0000,0.0000,5.0000,44.0000,5.8214,7.4116,3,95.00%,1.6449,21.1155,38.5798,79.3298,7,0,no_order_required
2011-12-09,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,SIM-SUP-09,120.0000,0.0000,5.0000,115.0000,7.6786,10.4405,7,95.00%,1.6449,45.4357,99.1857,152.9357,7,0,no_order_required
2011-12-09,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,SIM-SUP-09,104.0000,0.0000,2.0000,102.0000,5.5357,8.3044,14,95.00%,1.6449,51.1092,128.6092,167.3592,7,66,reorder_now
2011-12-09,21671,RED SPOT CERAMIC DRAWER KNOB,1,SIM-SUP-10,28.0000,0.0000,0.0000,28.0000,13.3571,28.1453,7,95.00%,1.6449,122.4848,215.9848,309.4848,7,282,reorder_now
2011-12-09,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,SIM-SUP-11,43.0000,8.0000,4.0000,47.0000,5.1429,8.2059,7,95.00%,1.6449,35.7110,71.7110,107.7110,7,61,reorder_now
2011-12-09,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,SIM-SUP-02,87.0000,0.0000,7.0000,80.0000,5.9643,8.4451,14,95.00%,1.6449,51.9753,135.4753,177.2253,7,98,reorder_now
2011-12-09,21675,BUTTERFLIES STICKERS,1,SIM-SUP-08,27.0000,4.0000,1.0000,30.0000,2.5000,5.7103,7,95.00%,1.6449,24.8504,42.3504,59.8504,7,30,reorder_now
2011-12-09,21676,FLOWERS STICKERS,1,SIM-SUP-03,15.0000,0.0000,2.0000,13.0000,0.9286,2.5061,10,95.00%,1.6449,13.0355,22.3212,28.8212,7,16,reorder_now
2011-12-09,21677,HEARTS STICKERS,1,SIM-SUP-01,14.0000,0.0000,1.0000,13.0000,2.6071,5.1014,14,95.00%,1.6449,31.3964,67.8964,86.1464,7,74,reorder_now
2011-12-09,21678,PAISLEY PATTERN STICKERS,1,SIM-SUP-10,5.0000,0.0000,0.0000,5.0000,0.5000,1.5698,5,95.00%,1.6449,5.7737,8.2737,11.7737,7,7,reorder_now
2011-12-09,21679,SKULLS STICKERS,1,SIM-SUP-12,3.0000,1.0000,0.0000,4.0000,3.8571,7.2885,3,95.00%,1.6449,20.7648,32.3362,59.3362,7,56,reorder_now
2011-12-09,21680,WOODLAND STICKERS,1,SIM-SUP-02,20.0000,0.0000,2.0000,18.0000,4.3571,6.7147,10,95.00%,1.6449,34.9262,78.4977,108.9977,7,91,reorder_now
2011-12-09,21681,GIANT MEDINA STAMPED METAL BOWL,1,SIM-SUP-04,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21682,LARGE MEDINA STAMPED METAL BOWL,1,SIM-SUP-06,6.0000,0.0000,1.0000,5.0000,0.6071,1.1445,14,95.00%,1.6449,7.0440,15.5440,19.7940,7,15,reorder_now
2011-12-09,21683,MEDIUM MEDINA STAMPED METAL BOWL,1,SIM-SUP-05,8.0000,2.0000,0.0000,10.0000,0.4643,1.4011,14,95.00%,1.6449,8.6229,15.1229,18.3729,7,9,reorder_now
2011-12-09,21684,SMALL MEDINA STAMPED METAL BOWL,1,SIM-SUP-07,20.0000,0.0000,2.0000,18.0000,1.7857,3.8299,10,95.00%,1.6449,19.9213,37.7785,50.2785,7,33,reorder_now
2011-12-09,21686,MEDINA STAMPED METAL STOOL,1,SIM-SUP-09,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21687,UNKNOWN,1,SIM-SUP-06,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21688,SILVER PLATE CANDLE BOWL SMALL,1,SIM-SUP-12,4.0000,0.0000,1.0000,3.0000,0.4286,1.5452,7,95.00%,1.6449,6.7247,9.7247,12.7247,7,10,reorder_now
2011-12-09,21689,SILVER VANILLA FLOWER CANDLE POT,1,SIM-SUP-03,3.0000,0.0000,0.0000,3.0000,0.3214,0.9656,5,95.00%,1.6449,3.5515,5.1587,7.4087,7,5,reorder_now
2011-12-09,21690,UNKNOWN,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21691,SILVER VANILLA FLOWER CANDLE POT,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21692,SILVER LATTICE VANILLA CANDLE POT,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21693,SMALL HAMMERED SILVER CANDLEPOT,1,SIM-SUP-04,22.0000,1.0000,2.0000,21.0000,1.8571,3.4196,14,95.00%,1.6449,21.0460,47.0460,60.0460,7,40,reorder_now
2011-12-09,21694,SMALL REGAL SILVER CANDLEPOT,1,SIM-SUP-09,2.0000,0.0000,0.0000,2.0000,0.7143,2.2177,3,95.00%,1.6449,6.3183,8.4611,13.4611,7,12,reorder_now
2011-12-09,21695,SMALL SILVER FLOWER CANDLE POT,1,SIM-SUP-03,7.0000,4.0000,1.0000,10.0000,0.7143,1.8489,14,95.00%,1.6449,11.3789,21.3789,26.3789,7,17,reorder_now
2011-12-09,21696,SMALL SILVER TRELLIS CANDLEPOT,1,SIM-SUP-01,2.0000,0.0000,0.0000,2.0000,0.2857,1.4846,10,95.00%,1.6449,7.7222,10.5793,12.5793,7,11,reorder_now
2011-12-09,21698,MOCK LOBSTER FRIDGE MAGNET,1,SIM-SUP-08,10.0000,0.0000,1.0000,9.0000,1.6429,4.9224,10,95.00%,1.6449,25.6036,42.0321,53.5321,7,45,reorder_now
2011-12-09,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.5000,2.0959,5,95.00%,1.6449,7.7088,10.2088,13.7088,7,12,reorder_now
2011-12-09,21703,BAG 125g SWIRLY MARBLES,1,SIM-SUP-04,145.0000,44.0000,19.0000,170.0000,30.0357,57.5372,10,95.00%,1.6449,299.2790,599.6362,809.8862,7,640,reorder_now
2011-12-09,21704,BAG 250g SWIRLY MARBLES,1,SIM-SUP-12,190.0000,26.0000,26.0000,190.0000,19.1071,30.6680,10,95.00%,1.6449,159.5189,350.5904,484.3404,7,295,reorder_now
2011-12-09,21705,BAG 500g SWIRLY MARBLES,1,SIM-SUP-01,39.0000,0.0000,2.0000,37.0000,33.1071,60.5872,5,95.00%,1.6449,222.8400,388.3757,620.1257,7,584,reorder_now
2011-12-09,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,SIM-SUP-08,13.0000,2.0000,2.0000,13.0000,0.8929,1.8582,14,95.00%,1.6449,11.4361,23.9361,30.1861,7,18,reorder_now
2011-12-09,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,SIM-SUP-09,11.0000,3.0000,0.0000,14.0000,0.8929,1.3974,14,95.00%,1.6449,8.6004,21.1004,27.3504,7,14,reorder_now
2011-12-09,21708,FOLDING UMBRELLA CREAM POLKADOT,1,SIM-SUP-02,4.0000,0.0000,0.0000,4.0000,0.2857,0.8391,7,95.00%,1.6449,3.6516,5.6516,7.6516,7,4,reorder_now
2011-12-09,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,SIM-SUP-07,4.0000,0.0000,0.0000,4.0000,0.1786,0.5381,10,95.00%,1.6449,2.7989,4.5846,5.8346,7,2,reorder_now
2011-12-09,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,SIM-SUP-08,2.0000,0.0000,0.0000,2.0000,0.3214,0.9279,7,95.00%,1.6449,4.0380,6.2880,8.5380,7,7,reorder_now
2011-12-09,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,SIM-SUP-09,2.0000,0.0000,0.0000,2.0000,0.2143,0.7726,10,95.00%,1.6449,4.0188,6.1616,7.6616,7,6,reorder_now
2011-12-09,21713,CITRONELLA CANDLE FLOWERPOT,1,SIM-SUP-07,13.0000,0.0000,0.0000,13.0000,0.8929,1.4476,10,95.00%,1.6449,7.5299,16.4585,22.7085,7,10,reorder_now
2011-12-09,21714,CITRONELLA CANDLE GARDEN POT,1,SIM-SUP-07,9.0000,3.0000,0.0000,12.0000,3.0714,5.2367,3,95.00%,1.6449,14.9193,24.1336,45.6336,7,34,reorder_now
2011-12-09,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,SIM-SUP-12,4.0000,0.0000,0.0000,4.0000,0.5357,0.9056,3,95.00%,1.6449,2.5801,4.1872,7.9372,7,4,reorder_now
2011-12-09,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,SIM-SUP-10,11.0000,0.0000,1.0000,10.0000,1.0714,1.7914,7,95.00%,1.6449,7.7960,15.2960,22.7960,7,13,reorder_now
2011-12-09,21717,UNKNOWN,1,SIM-SUP-10,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21718,RED METAL BEACH SPADE,1,SIM-SUP-11,10.0000,0.0000,1.0000,9.0000,1.4643,2.3525,10,95.00%,1.6449,12.2367,26.8795,37.1295,7,29,reorder_now
2011-12-09,21719,LOVELY BONBON STICKER SHEET,1,SIM-SUP-05,2.0000,0.0000,0.0000,2.0000,0.6429,2.2712,10,95.00%,1.6449,11.8134,18.2420,22.7420,7,21,reorder_now
2011-12-09,21720,CAKE SHOP STICKER SHEET,1,SIM-SUP-05,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21721,CANDY SHOP STICKER SHEET,1,SIM-SUP-07,1.0000,0.0000,0.0000,1.0000,0.0357,0.1856,3,95.00%,1.6449,0.5287,0.6358,0.8858,7,0,no_order_required
2011-12-09,21722,SWEET PUDDING STICKER SHEET,1,SIM-SUP-08,5.0000,0.0000,0.0000,5.0000,0.2500,0.5089,10,95.00%,1.6449,2.6468,5.1468,6.8968,7,2,reorder_now
2011-12-09,21723,ALPHABET HEARTS STICKER SHEET,1,SIM-SUP-04,2.0000,0.0000,0.0000,2.0000,0.2857,0.5890,5,95.00%,1.6449,2.1664,3.5950,5.5950,7,4,reorder_now
2011-12-09,21724,PANDA AND BUNNIES STICKER SHEET,1,SIM-SUP-06,4.0000,0.0000,1.0000,3.0000,1.1071,2.6771,10,95.00%,1.6449,13.9251,24.9965,32.7465,7,30,reorder_now
2011-12-09,21725,SWEETIES STICKERS,1,SIM-SUP-11,1.0000,0.0000,0.0000,1.0000,0.0357,0.1856,3,95.00%,1.6449,0.5287,0.6358,0.8858,7,0,no_order_required
2011-12-09,21726,MULTI HEARTS STICKERS,1,SIM-SUP-10,2.0000,0.0000,0.0000,2.0000,0.4643,2.2278,5,95.00%,1.6449,8.1938,10.5152,13.7652,7,12,reorder_now
2011-12-09,21728,UNKNOWN,1,SIM-SUP-07,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,SIM-SUP-02,11.0000,0.0000,2.0000,9.0000,2.5714,3.8677,7,95.00%,1.6449,16.8318,34.8318,52.8318,7,44,reorder_now
2011-12-09,21731,RED TOADSTOOL LED NIGHT LIGHT,1,SIM-SUP-03,26.0000,0.0000,3.0000,23.0000,65.1071,60.4899,3,95.00%,1.6449,172.3338,367.6553,823.4053,7,801,reorder_now
2011-12-09,21732,RED HANGING METAL STAR TLIGHT HLDR,1,SIM-SUP-02,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,21733,RED HANGING HEART T-LIGHT HOLDER,1,SIM-SUP-09,396.0000,0.0000,28.0000,368.0000,36.6786,34.4581,14,95.00%,1.6449,212.0717,725.5717,982.3217,7,615,reorder_now
