date,sku_id,description,demand_units,median_active_day_units,q1_units,q3_units,spike_threshold_units,multiple_of_median
2009-12-21,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2010-01-05,21066,VINTAGE RED MUG,108,4.00,1.00,12.00,28.50,27.00
2010-01-05,21067,UNKNOWN,108,6.00,1.00,12.00,28.50,18.00
2010-01-13,20969,RED FLORAL FELTCRAFT SHOULDER BAG,108,4.00,2.00,8.00,17.00,27.00
2010-01-19,40003,WHITE BAMBOO RIBS LAMPSHADE,108,12.00,2.00,12.00,27.00,9.00
2010-01-24,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2010-01-26,21588,RETROSPOT GIANT TUBE MATCHES,108,6.00,2.00,13.00,29.50,18.00
2010-01-26,21680,WOODLAND STICKERS,108,12.00,2.00,12.75,28.88,9.00
2010-02-09,21703,BAG 125g SWIRLY MARBLES,108,12.00,8.00,36.00,78.00,9.00
2010-02-14,21507,ELEPHANT BIRTHDAY CARD,108,12.00,12.00,24.00,42.00,9.00
2010-02-14,22027,TEA PARTY BIRTHDAY CARD,108,14.00,12.00,26.00,47.00,7.71
2010-02-16,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2010-02-17,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,108,12.00,6.00,26.00,56.00,9.00
2010-02-18,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,108,14.00,8.00,28.00,58.00,7.71
2010-02-18,22303,COFFEE MUG APPLES DESIGN,108,9.00,6.00,18.00,36.00,12.00
2010-02-22,21210,SET OF 72 RETROSPOT PAPER DOILIES,108,15.00,12.00,36.00,72.00,7.20
2010-02-22,21214,UNKNOWN,108,8.00,2.00,14.00,32.00,13.50
2010-03-01,21077,SET/20 WOODLAND PAPER NAPKINS,108,6.00,2.00,14.00,32.00,18.00
2010-03-03,21396,RED SPOTTY EGG CUP,108,12.00,3.50,24.00,54.75,9.00
2010-03-15,22482,BLUE TEA TOWEL CLASSIC DESIGN,108,12.00,3.00,14.00,30.50,9.00
2010-03-16,21637,ASSORTED SANSKRIT MINI NOTEBOOK,108,18.00,2.00,18.00,42.00,6.00
2010-03-16,21670,BLUE SPOT CERAMIC DRAWER KNOB,108,12.00,6.00,24.00,51.00,9.00
2010-03-16,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,108,14.00,8.00,28.00,58.00,7.71
2010-03-17,21121,SET/10 RED POLKADOT PARTY CANDLES,108,24.00,5.00,33.00,75.00,4.50
2010-03-18,22460,EMBOSSED GLASS TEALIGHT HOLDER,108,12.00,5.00,24.00,52.50,9.00
2010-03-19,84402D,UNKNOWN,108,36.00,2.00,36.00,87.00,3.00
2010-03-23,21078,SET/20 STRAWBERRY PAPER NAPKINS,108,12.00,3.00,21.00,48.00,9.00
2010-03-26,22396,MAGNETS PACK OF 4 RETRO PHOTO,108,5.00,1.50,12.00,27.75,21.60
2010-03-26,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2010-03-26,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,108,12.00,2.00,13.50,30.75,9.00
2010-03-29,20862,PINK PATCH PENCIL CASE BLUE HEART,108,3.00,1.00,8.50,19.75,36.00
2010-03-30,82600,N0 SINGING METAL SIGN,108,14.00,4.00,31.00,71.50,7.71
2010-04-01,21077,SET/20 WOODLAND PAPER NAPKINS,108,6.00,2.00,14.00,32.00,18.00
2010-04-07,21507,ELEPHANT BIRTHDAY CARD,108,12.00,12.00,24.00,42.00,9.00
2010-04-08,21746,SMALL RED RETROSPOT WINDMILL,108,12.00,4.00,24.00,54.00,9.00
2010-04-08,21980,PACK OF 12 RED RETROSPOT TISSUES,108,25.00,12.00,49.00,104.50,4.32
2010-04-08,22567,20 DOLLY PEGS RETROSPOT,108,12.00,3.00,18.00,40.50,9.00
2010-04-08,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,108,5.00,2.00,24.00,57.00,21.60
2010-04-13,21872,GLAMOROUS MUG,108,5.00,1.00,12.00,28.50,21.60
2010-04-13,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,108,12.00,6.00,16.00,31.00,9.00
2010-04-16,21988,PACK OF 6 SKULL PAPER PLATES,108,12.00,4.00,16.50,35.25,9.00
2010-04-16,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2010-04-16,22551,PLASTERS IN TIN SPACEBOY,108,21.00,12.00,37.00,74.50,5.14
2010-04-16,85060,WOOD FAN WITH FLOWER DESIGN,108,12.00,6.00,24.00,51.00,9.00
2010-04-21,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,108,9.00,2.25,17.00,39.12,12.00
2010-04-22,21747,SMALL SKULL WINDMILL,108,6.00,2.00,12.00,27.00,18.00
2010-04-22,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2010-04-26,21844,RED RETROSPOT MUG,108,8.00,6.00,18.00,36.00,13.50
2010-04-27,84997B,CHILDRENS CUTLERY RETROSPOT RED,108,10.00,5.00,18.00,37.50,10.80
2010-04-27,84997D,CHILDRENS CUTLERY POLKADOT PINK,108,9.00,5.00,19.00,40.00,12.00
2010-04-28,21733,RED HANGING HEART T-LIGHT HOLDER,108,17.00,7.00,42.00,94.50,6.35
2010-04-28,22083,PAPER CHAIN KIT RETROSPOT,108,13.00,6.00,30.00,66.00,8.31
2010-05-06,22133,PINK LOVE HEART SHAPE CUP,108,4.00,1.00,12.00,28.50,27.00
2010-05-06,22466,FAIRY TALE COTTAGE NIGHT LIGHT,108,12.00,4.00,18.00,39.00,9.00
2010-05-10,37441,UNKNOWN,108,6.00,3.00,12.00,25.50,18.00
2010-05-12,22315,200 RED + WHITE BENDY STRAWS,108,2.00,1.00,12.00,28.50,54.00
2010-05-12,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,108,4.00,2.00,12.00,27.00,27.00
2010-05-13,20862,PINK PATCH PENCIL CASE BLUE HEART,108,3.00,1.00,8.50,19.75,36.00
2010-05-13,21896,POTTING SHED TWINE,108,6.00,1.00,6.00,13.50,18.00
2010-05-13,79029,UNKNOWN,108,8.00,4.00,18.00,39.00,13.50
2010-05-19,79000,MOROCCAN TEA GLASS,108,18.00,12.00,48.00,102.00,6.00
2010-05-20,85177,BASKET OF FLOWERS SEWING KIT,108,9.00,2.00,12.00,27.00,12.00
2010-05-23,10002,INFLATABLE POLITICAL GLOBE,108,12.00,5.00,25.00,55.00,9.00
2010-05-24,21175,GIN AND TONIC DIET METAL SIGN,108,18.00,8.00,38.00,83.00,6.00
2010-05-24,21875,KINGS CHOICE MUG,108,6.00,2.00,12.00,27.00,18.00
2010-05-26,21313,GLASS HEART T-LIGHT HOLDER,108,12.00,4.25,24.00,53.62,9.00
2010-05-26,22196,SMALL HEART MEASURING SPOONS,108,10.50,2.00,17.75,41.38,10.29
2010-05-27,21987,PACK OF 6 SKULL PAPER CUPS,108,12.00,4.00,13.00,26.50,9.00
2010-06-01,22460,EMBOSSED GLASS TEALIGHT HOLDER,108,12.00,5.00,24.00,52.50,9.00
2010-06-03,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,108,14.00,8.00,28.00,58.00,7.71
2010-06-03,22557,PLASTERS IN TIN VINTAGE PAISLEY,108,13.00,5.00,25.00,55.00,8.31
2010-06-06,20712,JUMBO BAG WOODLAND ANIMALS,108,20.00,10.00,33.75,69.38,5.40
2010-06-06,40016,CHINESE DRAGON PAPER LANTERNS,108,24.00,12.00,48.00,102.00,4.50
2010-06-09,21967,PACK OF 12 SKULL TISSUES,108,14.50,4.00,36.00,84.00,7.45
2010-06-10,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,108,12.00,6.00,26.00,56.00,9.00
2010-06-11,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2010-06-11,21669,BLUE STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,30.00,60.00,7.71
2010-06-15,21655,UNKNOWN,108,12.00,6.00,24.00,51.00,9.00
2010-06-17,22057,CERAMIC PLATE STRAWBERRY DESIGN,108,8.00,2.00,13.00,29.50,13.50
2010-06-23,21623,VINTAGE UNION JACK MEMOBOARD,108,2.00,2.00,6.00,12.00,54.00
2010-06-23,21905,MORE BUTTER METAL SIGN,108,2.00,1.00,6.00,13.50,54.00
2010-06-23,85152,HAND OVER THE CHOCOLATE SIGN,108,16.00,6.00,37.00,83.50,6.75
2010-06-28,21747,SMALL SKULL WINDMILL,108,6.00,2.00,12.00,27.00,18.00
2010-06-29,22621,TRADITIONAL KNITTING NANCY,108,14.00,8.00,36.00,78.00,7.71
2010-07-02,21094,SET/6 RED SPOTTY PAPER PLATES,108,19.00,8.50,48.00,107.25,5.68
2010-07-06,21868,POTTING SHED TEA MUG,108,12.00,6.00,26.00,56.00,9.00
2010-07-07,21210,SET OF 72 RETROSPOT PAPER DOILIES,108,15.00,12.00,36.00,72.00,7.20
2010-07-09,21703,BAG 125g SWIRLY MARBLES,108,12.00,8.00,36.00,78.00,9.00
2010-07-18,22595,GINGHAM HEART DECORATION,108,24.00,12.00,48.00,102.00,4.50
2010-07-19,22494,EMERGENCY FIRST AID TIN,108,3.00,1.00,12.00,28.50,36.00
2010-07-19,22613,PACK OF 20 SPACEBOY NAPKINS,108,5.00,2.00,12.00,27.00,21.60
2010-07-29,22482,BLUE TEA TOWEL CLASSIC DESIGN,108,12.00,3.00,14.00,30.50,9.00
2010-08-03,84832,ZINC WILLIE WINKIE CANDLE STICK,108,12.00,6.00,24.00,51.00,9.00
2010-08-06,21067,UNKNOWN,108,6.00,1.00,12.00,28.50,18.00
2010-08-09,21239,PINK POLKADOT CUP,108,9.00,5.00,17.00,35.00,12.00
2010-08-09,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,108,3.00,2.00,5.00,9.50,36.00
2010-08-10,22382,LUNCH BAG SPACEBOY DESIGN,108,26.50,13.00,45.00,93.00,4.08
2010-08-10,22396,MAGNETS PACK OF 4 RETRO PHOTO,108,5.00,1.50,12.00,27.75,21.60
2010-08-10,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2010-08-10,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,108,12.00,2.00,13.50,30.75,9.00
2010-08-17,22554,PLASTERS IN TIN WOODLAND ANIMALS,108,16.00,12.00,37.00,74.50,6.75
2010-08-18,22398,MAGNETS PACK OF 4 SWALLOWS,108,12.00,4.00,24.00,54.00,9.00
2010-08-19,21509,COWBOYS AND INDIANS BIRTHDAY CARD,108,12.00,12.00,24.00,42.00,9.00
2010-08-19,51014A,"FEATHER PEN,HOT PINK",108,12.00,12.00,25.00,44.50,9.00
2010-08-22,22464,HANGING METAL HEART LANTERN,108,12.00,7.00,24.00,49.50,9.00
2010-08-22,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,108,24.00,12.00,39.75,81.38,4.50
2010-08-25,22195,LARGE HEART MEASURING SPOONS,108,10.00,2.00,15.00,34.50,10.80
2010-08-27,21169,YOU'RE CONFUSING ME METAL SIGN,108,12.00,3.00,25.00,58.00,9.00
2010-09-01,22672,FRENCH BATHROOM SIGN BLUE METAL,108,12.00,2.00,14.75,33.88,9.00
2010-09-02,72134,COLUMBIAN CUBE CANDLE,108,2.00,2.00,17.00,39.50,54.00
2010-09-13,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,108,12.00,3.00,19.00,43.00,9.00
2010-09-19,21806,WHITE CHRISTMAS HEART DECORATION,108,36.00,5.00,43.75,101.88,3.00
2010-09-21,21504,SKULLS GREETING CARD,108,12.00,12.00,24.00,42.00,9.00
2010-09-21,21508,VINTAGE KID DOLLY CARD,108,12.00,12.00,24.00,42.00,9.00
2010-09-21,21807,WHITE CHRISTMAS STAR DECORATION,108,25.00,5.00,36.00,82.50,4.32
2010-09-21,22023,EMPIRE BIRTHDAY CARD,108,12.00,4.00,24.00,54.00,9.00
2010-09-21,22026,BANQUET BIRTHDAY CARD,108,12.00,12.00,14.00,17.00,9.00
2010-09-21,22908,PACK OF 20 NAPKINS RED APPLES,108,12.00,3.00,24.00,55.50,9.00
2010-09-23,21143,ANTIQUE GLASS HEART DECORATION,108,12.00,5.00,24.00,52.50,9.00
2010-09-23,22908,PACK OF 20 NAPKINS RED APPLES,108,12.00,3.00,24.00,55.50,9.00
2010-09-26,15034,PAPER POCKET TRAVELING FAN,108,24.00,4.00,39.00,91.50,4.50
2010-09-29,22602,RETROSPOT WOODEN HEART DECORATION,108,13.00,5.00,31.00,70.00,8.31
2010-09-30,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,108,24.00,12.00,48.00,102.00,4.50
2010-10-01,21192,WHITE BELL HONEYCOMB PAPER,108,6.00,2.00,12.00,27.00,18.00
2010-10-03,22130,PARTY CONE CHRISTMAS DECORATION,108,24.00,12.00,48.00,102.00,4.50
2010-10-03,22675,FRENCH KITCHEN SIGN BLUE METAL,108,10.00,2.00,13.00,29.50,10.80
2010-10-04,22418,10 COLOUR SPACEBOY PEN,108,24.50,15.00,48.00,97.50,4.41
2010-10-05,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,108,13.00,5.00,39.00,90.00,8.31
2010-10-05,22095,LADS ONLY TISSUE BOX,108,3.00,1.00,10.00,23.50,36.00
2010-10-05,79000,MOROCCAN TEA GLASS,108,18.00,12.00,48.00,102.00,6.00
2010-10-06,22573,STAR WOODEN CHRISTMAS DECORATION,108,14.00,6.75,32.50,71.12,7.71
2010-10-07,21807,WHITE CHRISTMAS STAR DECORATION,108,25.00,5.00,36.00,82.50,4.32
2010-10-13,22396,MAGNETS PACK OF 4 RETRO PHOTO,108,5.00,1.50,12.00,27.75,21.60
2010-10-13,22694,WICKER STAR,108,10.00,3.00,22.00,50.50,10.80
2010-10-14,21671,RED SPOT CERAMIC DRAWER KNOB,108,13.00,8.00,26.00,53.00,8.31
2010-10-14,22136,LOVE HEART SOCK HANGER,108,3.00,1.00,12.00,28.50,36.00
2010-10-14,22855,FINE WICKER HEART,108,18.00,12.00,36.00,72.00,6.00
2010-10-14,84378,SET OF 3 HEART COOKIE CUTTERS,108,14.00,6.00,26.00,56.00,7.71
2010-10-15,22156,HEART DECORATION WITH PEARLS,108,11.00,3.00,24.00,55.50,9.82
2010-10-17,21507,ELEPHANT BIRTHDAY CARD,108,12.00,12.00,24.00,42.00,9.00
2010-10-18,22813,PACK 3 BOXES BIRD PANETTONE,108,12.00,3.00,17.75,39.88,9.00
2010-10-19,21640,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,108,6.00,2.00,24.00,57.00,18.00
2010-10-20,21011,GLITTER SNOW PEAR TREE DECORATION,108,13.00,6.00,36.00,81.00,8.31
2010-10-20,21807,WHITE CHRISTMAS STAR DECORATION,108,25.00,5.00,36.00,82.50,4.32
2010-10-26,21146,ANTIQUE GLASS RIDGED HANGING BALL,108,12.00,12.00,24.00,42.00,9.00
2010-10-26,21191,LARGE WHITE HONEYCOMB PAPER BELL,108,6.00,2.00,11.00,24.50,18.00
2010-10-26,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,108,12.00,4.00,26.50,60.25,9.00
2010-11-01,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2010-11-02,72024U,LILAC VOTIVE CANDLE,108,24.00,24.00,24.00,48.00,4.50
2010-11-04,22029,SPACEBOY BIRTHDAY CARD,108,24.00,12.00,38.00,77.00,4.50
2010-11-04,22421,LIPSTICK PEN FUSCHIA,108,12.00,2.00,17.00,39.50,9.00
2010-11-08,22561,WOODEN SCHOOL COLOURING SET,108,17.00,12.00,36.00,72.00,6.35
2010-11-08,22759,check,108,15.00,4.00,36.00,84.00,7.20
2010-11-10,22095,LADS ONLY TISSUE BOX,108,3.00,1.00,10.00,23.50,36.00
2010-11-16,21011,GLITTER SNOW PEAR TREE DECORATION,108,13.00,6.00,36.00,81.00,8.31
2010-11-16,21867,PINK UNION JACK LUGGAGE TAG,108,3.00,1.00,5.25,11.62,36.00
2010-11-16,22312,OFFICE MUG WARMER POLKADOT,108,3.00,1.00,6.00,13.50,36.00
2010-11-17,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2010-11-18,35004C,SET OF 3 COLOURED FLYING DUCKS,108,4.00,2.00,13.75,31.38,27.00
2010-11-18,82494L,WOODEN FRAME ANTIQUE WHITE,108,22.00,12.00,39.00,79.50,4.91
2010-11-22,22969,HOMEMADE JAM SCENTED CANDLES,108,24.00,12.00,48.00,102.00,4.50
2010-11-25,84978,HANGING HEART JAR T-LIGHT HOLDER,108,29.00,12.00,50.00,107.00,3.72
2010-11-29,22662,LUNCH BAG DOLLY GIRL DESIGN,108,15.00,10.00,28.00,55.00,7.20
2010-12-01,21094,SET/6 RED SPOTTY PAPER PLATES,108,19.00,8.50,48.00,107.25,5.68
2010-12-02,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,108,2.00,1.00,6.00,13.50,54.00
2010-12-02,21743,STAR PORTABLE TABLE LIGHT,108,4.00,2.00,12.00,27.00,27.00
2010-12-08,22198,LARGE POPCORN HOLDER,108,14.00,5.00,34.00,77.50,7.71
2010-12-08,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,108,12.00,4.00,20.00,44.00,9.00
2010-12-10,22467,GUMBALL COAT RACK,108,16.00,6.00,42.00,96.00,6.75
2010-12-14,22969,HOMEMADE JAM SCENTED CANDLES,108,24.00,12.00,48.00,102.00,4.50
2010-12-15,22813,PACK 3 BOXES BIRD PANETTONE,108,12.00,3.00,17.75,39.88,9.00
2010-12-20,22608,PENS ASSORTED FUNKY JEWELED,108,36.00,6.75,40.00,89.88,3.00
2010-12-21,22858,EASTER TIN KEEPSAKE,108,6.00,6.00,12.00,21.00,18.00
2011-01-06,21094,SET/6 RED SPOTTY PAPER PLATES,108,19.00,8.50,48.00,107.25,5.68
2011-01-09,21985,PACK OF 12 HEARTS DESIGN TISSUES,108,24.00,12.00,49.00,104.50,4.50
2011-01-12,21243,PINK POLKADOT PLATE,108,8.00,3.00,16.00,35.50,13.50
2011-01-12,21244,BLUE POLKADOT PLATE,108,8.00,3.00,16.00,35.50,13.50
2011-01-14,21210,SET OF 72 RETROSPOT PAPER DOILIES,108,15.00,12.00,36.00,72.00,7.20
2011-01-21,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2011-01-21,22551,PLASTERS IN TIN SPACEBOY,108,21.00,12.00,37.00,74.50,5.14
2011-01-25,22608,PENS ASSORTED FUNKY JEWELED,108,36.00,6.75,40.00,89.88,3.00
2011-01-27,21313,GLASS HEART T-LIGHT HOLDER,108,12.00,4.25,24.00,53.62,9.00
2011-02-01,22969,HOMEMADE JAM SCENTED CANDLES,108,24.00,12.00,48.00,102.00,4.50
2011-02-03,22030,SWALLOWS GREETING CARD,108,24.00,12.00,36.00,72.00,4.50
2011-02-09,21439,BASKET OF TOADSTOOLS,108,5.00,2.00,12.00,27.00,21.60
2011-02-15,22555,PLASTERS IN TIN STRONGMAN,108,14.00,7.00,26.75,56.38,7.71
2011-02-15,22556,PLASTERS IN TIN CIRCUS PARADE,108,17.50,12.00,36.00,72.00,6.17
2011-02-21,22188,BLACK HEART CARD HOLDER,108,4.00,2.00,9.00,19.50,27.00
2011-02-21,22303,COFFEE MUG APPLES DESIGN,108,9.00,6.00,18.00,36.00,12.00
2011-02-21,22480,RED TEA TOWEL CLASSIC DESIGN,108,9.00,3.00,13.00,28.00,12.00
2011-02-21,22613,PACK OF 20 SPACEBOY NAPKINS,108,5.00,2.00,12.00,27.00,21.60
2011-03-08,21210,SET OF 72 RETROSPOT PAPER DOILIES,108,15.00,12.00,36.00,72.00,7.20
2011-03-14,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2011-03-14,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,108,14.00,8.00,28.00,58.00,7.71
2011-03-15,22969,HOMEMADE JAM SCENTED CANDLES,108,24.00,12.00,48.00,102.00,4.50
2011-03-29,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2011-03-30,82583,HOT BATHS METAL SIGN,108,13.00,4.00,27.00,61.50,8.31
2011-03-31,22554,PLASTERS IN TIN WOODLAND ANIMALS,108,16.00,12.00,37.00,74.50,6.75
2011-04-03,21703,BAG 125g SWIRLY MARBLES,108,12.00,8.00,36.00,78.00,9.00
2011-04-05,22244,3 HOOK HANGER MAGIC GARDEN,108,12.00,2.00,14.00,32.00,9.00
2011-04-05,85178,VICTORIAN SEWING KIT,108,12.00,5.00,22.00,47.50,9.00
2011-04-07,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2011-04-11,21318,GLASS CHALICE BLUE SMALL,108,6.00,2.00,12.00,27.00,18.00
2011-04-11,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,108,12.00,3.00,19.00,43.00,9.00
2011-04-14,85152,HAND OVER THE CHOCOLATE SIGN,108,16.00,6.00,37.00,83.50,6.75
2011-04-20,22189,CREAM HEART CARD HOLDER,108,9.00,4.00,19.00,41.50,12.00
2011-04-27,84949,SILVER HANGING T-LIGHT HOLDER,108,12.00,6.00,30.00,66.00,9.00
2011-04-28,21980,PACK OF 12 RED RETROSPOT TISSUES,108,25.00,12.00,49.00,104.50,4.32
2011-05-05,22090,PAPER BUNTING RETROSPOT,108,16.50,7.00,39.00,87.00,6.55
2011-05-06,22138,BAKING SET 9 PIECE RETROSPOT,108,11.00,5.50,21.00,44.25,9.82
2011-05-10,21704,BAG 250g SWIRLY MARBLES,108,14.00,11.00,39.50,82.25,7.71
2011-05-12,23166,MEDIUM CERAMIC TOP STORAGE JAR,108,14.00,6.00,29.00,63.50,7.71
2011-05-13,23165,LARGE CERAMIC TOP STORAGE JAR,108,13.00,6.00,26.00,56.00,8.31
2011-05-17,22026,BANQUET BIRTHDAY CARD,108,12.00,12.00,14.00,17.00,9.00
2011-05-17,22913,RED COAT RACK PARIS FASHION,108,2.00,1.00,3.00,6.00,54.00
2011-05-17,22914,BLUE COAT RACK PARIS FASHION,108,2.00,1.00,3.00,6.00,54.00
2011-05-17,22984,CARD GINGHAM ROSE,108,12.00,12.00,24.00,42.00,9.00
2011-05-17,37370,RETRO COFFEE MUGS ASSORTED,108,12.00,3.25,24.00,55.12,9.00
2011-05-26,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2011-05-26,22555,PLASTERS IN TIN STRONGMAN,108,14.00,7.00,26.75,56.38,7.71
2011-05-27,84978,HANGING HEART JAR T-LIGHT HOLDER,108,29.00,12.00,50.00,107.00,3.72
2011-06-01,21989,PACK OF 20 SKULL PAPER NAPKINS,108,9.00,3.00,16.00,35.50,12.00
2011-06-15,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2011-06-15,22969,HOMEMADE JAM SCENTED CANDLES,108,24.00,12.00,48.00,102.00,4.50
2011-06-15,23166,MEDIUM CERAMIC TOP STORAGE JAR,108,14.00,6.00,29.00,63.50,7.71
2011-06-19,20718,RED RETROSPOT SHOPPER BAG,108,12.00,7.00,25.00,52.00,9.00
2011-06-19,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2011-06-20,17091J,VANILLA INCENSE IN TIN,108,12.00,4.00,36.00,84.00,9.00
2011-06-22,23122,PARTY CHARMS 50 PIECES,108,12.00,2.00,15.75,36.38,9.00
2011-06-27,23024,LARGE BONNE JAM JAR T-LIGHT HOLDER,108,17.00,6.00,33.00,73.50,6.35
2011-07-11,21094,SET/6 RED SPOTTY PAPER PLATES,108,19.00,8.50,48.00,107.25,5.68
2011-07-13,21668,RED STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,27.00,52.50,7.71
2011-07-13,21669,BLUE STRIPE CERAMIC DRAWER KNOB,108,14.00,10.00,30.00,60.00,7.71
2011-07-13,22403,MAGNETS PACK OF 4 VINTAGE LABELS,108,5.00,1.00,12.00,28.50,21.60
2011-07-19,20983,12 PENCILS TALL TUBE RED RETROSPOT,108,12.00,4.00,24.00,54.00,9.00
2011-07-19,21704,BAG 250g SWIRLY MARBLES,108,14.00,11.00,39.50,82.25,7.71
2011-07-20,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,108,3.00,2.00,5.00,9.50,36.00
2011-07-20,22188,BLACK HEART CARD HOLDER,108,4.00,2.00,9.00,19.50,27.00
2011-07-20,23135,SMALL ZINC HEART WALL ORGANISER,108,2.00,1.00,15.00,36.00,54.00
2011-07-21,16054,POPART RECT PENCIL SHARPENER ASST,108,36.00,2.50,36.00,86.25,3.00
2011-07-21,22093,MOTORING TISSUE BOX,108,3.00,1.00,12.00,28.50,36.00
2011-07-21,23034,DRAWER KNOB CERAMIC BLACK,108,10.00,6.00,15.00,28.50,10.80
2011-07-21,35819P,"ACRYLIC HANGING JEWEL,PINK",108,11.00,5.50,26.75,58.62,9.82
2011-07-27,82600,N0 SINGING METAL SIGN,108,14.00,4.00,31.00,71.50,7.71
2011-07-31,23109,PACK OF SIX LED TEA LIGHTS,108,12.00,6.00,24.00,51.00,9.00
2011-08-02,21746,SMALL RED RETROSPOT WINDMILL,108,12.00,4.00,24.00,54.00,9.00
2011-08-03,21684,SMALL MEDINA STAMPED METAL BOWL,108,12.00,2.00,12.00,27.00,9.00
2011-08-03,72741,GRAND CHOCOLATECANDLE,108,18.00,9.00,46.75,103.38,6.00
2011-08-09,22621,TRADITIONAL KNITTING NANCY,108,14.00,8.00,36.00,78.00,7.71
2011-08-11,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,12.00,2.00,13.00,29.50,9.00
2011-08-11,22555,PLASTERS IN TIN STRONGMAN,108,14.00,7.00,26.75,56.38,7.71
2011-08-18,22908,PACK OF 20 NAPKINS RED APPLES,108,12.00,3.00,24.00,55.50,9.00
2011-08-18,23166,MEDIUM CERAMIC TOP STORAGE JAR,108,14.00,6.00,29.00,63.50,7.71
2011-08-18,23347,I LOVE LONDON BEAKER,108,3.00,1.00,12.00,28.50,36.00
2011-08-19,22608,PENS ASSORTED FUNKY JEWELED,108,36.00,6.75,40.00,89.88,3.00
2011-08-26,23145,ZINC T-LIGHT HOLDER STAR LARGE,108,13.00,12.00,24.00,42.00,8.31
2011-09-05,84978,HANGING HEART JAR T-LIGHT HOLDER,108,29.00,12.00,50.00,107.00,3.72
2011-09-09,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,108,12.00,4.25,24.00,53.62,9.00
2011-09-12,23354,6 GIFT TAGS 50'S CHRISTMAS,108,29.00,12.50,49.00,103.75,3.72
2011-09-13,22731,3D CHRISTMAS STAMPS STICKERS,108,13.00,3.00,28.00,65.50,8.31
2011-09-13,22813,PACK 3 BOXES BIRD PANETTONE,108,12.00,3.00,17.75,39.88,9.00
2011-09-13,84832,ZINC WILLIE WINKIE CANDLE STICK,108,12.00,6.00,24.00,51.00,9.00
2011-09-15,21519,GIN & TONIC DIET GREETING CARD,108,12.00,12.00,24.00,42.00,9.00
2011-09-19,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,108,14.00,8.00,28.00,58.00,7.71
2011-09-19,22210,WOOD STAMP SET BEST WISHES,108,3.00,1.00,12.00,28.50,36.00
