snapshot_date,sku_id,description,category,location_count,on_hand_quantity,on_order_quantity,reserved_quantity,available_supply_quantity,inventory_value,avg_daily_forecast_units,lead_time_days,reorder_point_units,days_of_supply,potential_stockout,excess_inventory,slow_moving,risk_level,risk_reason
,21357,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21358,TOAST ITS - HAPPY BIRTHDAY,UNMAPPED,,,,,,,0.6951,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21359,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21360,JOY LARGE WOOD LETTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21361,LOVE LARGE WOOD LETTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21363,HOME SMALL WOOD LETTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21364,PEACE SMALL WOOD LETTERS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21365,MIRRORED WALL ART STARS,UNMAPPED,,,,,,,0.5980,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21366,MIRRORED WALL ART PHOTO FRAMES,UNMAPPED,,,,,,,0.1465,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21367,MIRRORED WALL ART GENTS,UNMAPPED,,,,,,,0.3069,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21368,MIRRORED WALL ART LADIES,UNMAPPED,,,,,,,0.2779,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21371,MIRRORED WALL ART POPPIES,UNMAPPED,,,,,,,0.3055,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21372,MIRRORED WALL ART TABLE LAMP,UNMAPPED,,,,,,,0.1803,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21373,MIRRORED WALL ART SNOWFLAKES,UNMAPPED,,,,,,,1.4259,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21374,MIRRORED WALL ART SKULLS,UNMAPPED,,,,,,,0.4892,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,UNMAPPED,,,,,,,0.1577,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21376,LARGE TALL CAMPHOR WOOD TOADSTOOL,UNMAPPED,,,,,,,0.1727,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21377,SMALL CAMPHOR WOOD FIELD MUSHROOM,UNMAPPED,,,,,,,0.3518,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,UNMAPPED,,,,,,,0.3379,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,UNMAPPED,,,,,,,0.3178,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21380,WOODEN HAPPY BIRTHDAY GARLAND,UNMAPPED,,,,,,,0.9732,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,UNMAPPED,,,,,,,0.8569,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21382,SET/4 SPRING FLOWER DECORATION,UNMAPPED,,,,,,,0.5929,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21383,PACK OF 12 STICKY BUNNIES,UNMAPPED,,,,,,,0.6651,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21384,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21385,IVORY HANGING DECORATION HEART,UNMAPPED,,,,,,,1.6768,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21386,IVORY HANGING DECORATION EGG,UNMAPPED,,,,,,,0.4839,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21389,IVORY HANGING DECORATION BIRD,UNMAPPED,,,,,,,0.4781,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21390,FILIGRIS HEART WITH BUTTERFLY,UNMAPPED,,,,,,,1.7533,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21391,FRENCH LAVENDER SCENT HEART,UNMAPPED,,,,,,,0.1057,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21392,RED POLKADOT PUDDING BOWL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21393,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21394,UNKNOWN,UNMAPPED,,,,,,,0.1607,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21395,BLUE POLKADOT BEAKER,UNMAPPED,,,,,,,0.0938,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21396,RED SPOTTY EGG CUP,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21397,BLUE POLKADOT EGG CUP,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21398,RED POLKADOT COFFEE MUG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21399,BLUE POLKADOT COFFEE MUG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21400,RED PUDDING SPOON,UNMAPPED,,,,,,,0.7269,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21401,BLUE PUDDING SPOON,UNMAPPED,,,,,,,0.5001,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21402,RED EGG SPOON,UNMAPPED,,,,,,,1.8071,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21403,BLUE EGG SPOON,UNMAPPED,,,,,,,1.2868,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21407,BROWN CHECK CAT DOORSTOP,UNMAPPED,,,,,,,0.1360,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21408,SPOTTY PINK DUCK DOORSTOP,UNMAPPED,,,,,,,1.0950,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21410,COUNTRY COTTAGE DOORSTOP GREEN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21411,GINGHAM HEART DOORSTOP RED,UNMAPPED,,,,,,,1.9892,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21412,VINTAGE GOLD TINSEL REEL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21413,PERIWINKLE T-LIGHT HOLDER,UNMAPPED,,,,,,,0.1028,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21414,SCALLOP SHELL SOAP DISH,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21415,CLAM SHELL SMALL,UNMAPPED,,,,,,,0.2777,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21417,COCKLE SHELL DISH,UNMAPPED,,,,,,,0.3972,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21418,STARFISH SOAP DISH,UNMAPPED,,,,,,,0.2059,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21421,PORCELAIN ROSE LARGE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21422,PORCELAIN ROSE SMALL,UNMAPPED,,,,,,,0.2654,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21424,WOODLAND STORAGE BOX LARGE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21425,SKULLS STORAGE BOX LARGE,UNMAPPED,,,,,,,0.2307,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21426,WOODLAND STORAGE BOX SMALL,UNMAPPED,,,,,,,0.5883,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21427,SKULLS STORAGE BOX SMALL,UNMAPPED,,,,,,,0.3102,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,UNMAPPED,,,,,,,2.1170,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21429,RED GINGHAM ROSE JEWELLERY BOX,UNMAPPED,,,,,,,6.2516,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,UNMAPPED,,,,,,,3.6574,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21432,SET OF 3 CASES WOODLAND DESIGN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21437,24 HANGING EASTER EGGS FLORAL TUB,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21439,BASKET OF TOADSTOOLS,UNMAPPED,,,,,,,0.9941,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21440,12 MINI TOADSTOOL PEGS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21441,BLUE BIRDHOUSE DECORATION,UNMAPPED,,,,,,,0.4722,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21442,GREEN BIRDHOUSE DECORATION,UNMAPPED,,,,,,,0.4760,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21444,BLUE CHALET BIRDFEEDER,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21445,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21446,12 RED ROSE PEG PLACE SETTINGS,UNMAPPED,,,,,,,0.8086,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21447,12 IVORY ROSE PEG PLACE SETTINGS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21448,12 DAISY PEGS IN WOOD BOX,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21452,TOADSTOOL MONEY BOX,UNMAPPED,,,,,,,1.4335,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21454,PAINTED PINK RABBIT,UNMAPPED,,,,,,,0.2128,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21455,PAINTED YELLOW WOODEN DAISY,UNMAPPED,,,,,,,0.1771,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21456,2 PICTURE BOOK EGGS EASTER CHICKS,UNMAPPED,,,,,,,0.1238,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21457,2 PICTURE BOOK EGGS EASTER DUCKS,UNMAPPED,,,,,,,0.1024,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21458,2 PICTURE BOOK EGGS EASTER BUNNY,UNMAPPED,,,,,,,0.1024,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21459,YELLOW EASTER EGG HUNT START POST,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21462,"NURSERY A,B,C PAINTED LETTERS",UNMAPPED,,,,,,,0.4261,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21463,MIRRORED DISCO BALL,UNMAPPED,,,,,,,1.7385,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21464,DISCO BALL ROTATOR BATTERY OPERATED,UNMAPPED,,,,,,,0.7437,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21465,PINK FLOWER CROCHET FOOD COVER,UNMAPPED,,,,,,,0.2101,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21466,RED FLOWER CROCHET FOOD COVER,UNMAPPED,,,,,,,0.4784,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21467,CHERRY CROCHET FOOD COVER,UNMAPPED,,,,,,,0.1526,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21468,BUTTERFLY CROCHET FOOD COVER,UNMAPPED,,,,,,,0.1248,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21469,POLKA DOT RAFFIA FOOD COVER,UNMAPPED,,,,,,,0.1471,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21470,FLOWER VINE RAFFIA FOOD COVER,UNMAPPED,,,,,,,0.5301,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21471,STRAWBERRY RAFFIA FOOD COVER,UNMAPPED,,,,,,,0.6285,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21472,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21473,SWEETHEART CREAM STEEL TABLE RECT,UNMAPPED,,,,,,,0.1034,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21476,STEEL SWEETHEART ROUND TABLE CREAM,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21478,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21479,WHITE SKULL HOT WATER BOTTLE,UNMAPPED,,,,,,,12.3785,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21481,FAWN BLUE HOT WATER BOTTLE,UNMAPPED,,,,,,,10.0362,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21482,MUSHROOM BLUE HOT WATER BOTTLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21484,CHICK GREY HOT WATER BOTTLE,UNMAPPED,,,,,,,9.1100,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21485,RETROSPOT HEART HOT WATER BOTTLE,UNMAPPED,,,,,,,11.7541,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21486,PINK HEART DOTS HOT WATER BOTTLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21488,RED WHITE SCARF HOT WATER BOTTLE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21491,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21494,ROTATING LEAVES T-LIGHT HOLDER,UNMAPPED,,,,,,,8.4289,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21495,SKULLS AND CROSSBONES WRAP,UNMAPPED,,,,,,,5.4548,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21497,FANCY FONTS BIRTHDAY WRAP,UNMAPPED,,,,,,,7.3148,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21498,RED RETROSPOT WRAP,UNMAPPED,,,,,,,9.5297,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21499,BLUE POLKADOT WRAP,UNMAPPED,,,,,,,4.9474,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21500,PINK POLKADOT WRAP,UNMAPPED,,,,,,,4.5052,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21503,TOYBOX WRAP,UNMAPPED,,,,,,,0.2538,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21504,SKULLS GREETING CARD,UNMAPPED,,,,,,,1.1072,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21506,"FANCY FONT BIRTHDAY CARD,",UNMAPPED,,,,,,,7.1948,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21507,ELEPHANT BIRTHDAY CARD,UNMAPPED,,,,,,,4.6904,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21508,VINTAGE KID DOLLY CARD,UNMAPPED,,,,,,,1.2322,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21509,COWBOYS AND INDIANS BIRTHDAY CARD,UNMAPPED,,,,,,,2.6927,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21518,BANK ACCOUNT GREETING CARD,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21519,GIN & TONIC DIET GREETING CARD,UNMAPPED,,,,,,,2.3636,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21520,BOOZE & WOMEN GREETING CARD,UNMAPPED,,,,,,,0.1583,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21523,DOORMAT FANCY FONT HOME SWEET HOME,UNMAPPED,,,,,,,3.9340,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21524,DOORMAT SPOTTY HOME SWEET HOME,UNMAPPED,,,,,,,2.2963,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21527,RED RETROSPOT TRADITIONAL TEAPOT,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21528,DAIRY MAID TRADITIONAL TEAPOT,UNMAPPED,,,,,,,0.2324,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21529,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21530,DAIRY MAID TOASTRACK,UNMAPPED,,,,,,,0.7042,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21531,RED RETROSPOT SUGAR JAM BOWL,UNMAPPED,,,,,,,2.3084,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21532,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21533,RETROSPOT LARGE MILK JUG,UNMAPPED,,,,,,,1.3489,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21534,DAIRY MAID LARGE MILK JUG,UNMAPPED,,,,,,,0.4297,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21535,RED RETROSPOT SMALL MILK JUG,UNMAPPED,,,,,,,2.9145,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21536,DAIRY MAID SMALL MILK JUG,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21537,RED RETROSPOT PUDDING BOWL,UNMAPPED,,,,,,,0.6917,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21538,DAIRY MAID PUDDING BOWL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21539,check,UNMAPPED,,,,,,,0.0905,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21540,DAIRY MAID BUTTER DISH,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21541,DINOSAURS WATER TRANSFER TATTOOS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21542,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21544,SKULLS WATER TRANSFER TATTOOS,UNMAPPED,,,,,,,2.4231,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21545,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21555,CERAMIC STRAWBERRY TRINKET TRAY,UNMAPPED,,,,,,,0.3695,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21556,CERAMIC STRAWBERRY MONEY BOX,UNMAPPED,,,,,,,0.1457,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21557,SET OF 6 FUNKY BEAKERS,UNMAPPED,,,,,,,0.6257,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21558,SKULL LUNCH BOX WITH CUTLERY,UNMAPPED,,,,,,,3.0069,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,UNMAPPED,,,,,,,4.2642,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21561,DINOSAUR LUNCH BOX WITH CUTLERY,UNMAPPED,,,,,,,0.9761,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21562,HAWAIIAN GRASS SKIRT,UNMAPPED,,,,,,,0.1955,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21563,RED HEART SHAPE LOVE BUCKET,UNMAPPED,,,,,,,1.4170,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21564,PINK HEART SHAPE LOVE BUCKET,UNMAPPED,,,,,,,0.7690,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21576,LETS GO SHOPPING COTTON TOTE BAG,UNMAPPED,,,,,,,0.3416,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21577,SAVE THE PLANET COTTON TOTE BAG,UNMAPPED,,,,,,,0.7665,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21578,WOODLAND DESIGN COTTON TOTE BAG,UNMAPPED,,,,,,,0.1049,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21579,LOLITA DESIGN COTTON TOTE BAG,UNMAPPED,,,,,,,0.2630,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21580,RABBIT DESIGN COTTON TOTE BAG,UNMAPPED,,,,,,,0.2891,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21581,SKULLS DESIGN COTTON TOTE BAG,UNMAPPED,,,,,,,0.3566,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21584,RETROSPOT SMALL TUBE MATCHES,UNMAPPED,,,,,,,2.9444,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21586,KINGS CHOICE GIANT TUBE MATCHES,UNMAPPED,,,,,,,0.1328,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21587,COSY HOUR GIANT TUBE MATCHES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21588,RETROSPOT GIANT TUBE MATCHES,UNMAPPED,,,,,,,3.3867,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21589,SWALLOW GIANT TUBE MATCHES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21590,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21591,COSY HOUR CIGAR BOX MATCHES,UNMAPPED,,,,,,,3.6458,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21592,RETROSPOT CIGAR BOX MATCHES,UNMAPPED,,,,,,,5.8195,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21593,SWALLOW CIGAR BOX MATCHES,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21609,SET 12 LAVENDER BOTANICAL T-LIGHTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21610,SET 12 PEAR BOTANICAL T-LIGHTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21613,S/12 VANILLA BOTANICAL T-LIGHTS,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21614,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21615,4 LAVENDER BOTANICAL DINNER CANDLES,UNMAPPED,,,,,,,6.2412,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21616,4 PEAR BOTANICAL DINNER CANDLES,UNMAPPED,,,,,,,7.6940,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21617,4 LILY BOTANICAL DINNER CANDLES,UNMAPPED,,,,,,,1.0659,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21618,4 WILDFLOWER BOTANICAL CANDLES,UNMAPPED,,,,,,,0.3902,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21619,4 VANILLA BOTANICAL CANDLES,UNMAPPED,,,,,,,8.3936,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21620,SET OF 4 ROSE BOTANICAL CANDLES,UNMAPPED,,,,,,,6.2413,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21621,VINTAGE UNION JACK BUNTING,UNMAPPED,,,,,,,2.9208,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21622,VINTAGE UNION JACK CUSHION COVER,UNMAPPED,,,,,,,0.1600,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21623,VINTAGE UNION JACK MEMOBOARD,UNMAPPED,,,,,,,0.9795,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21624,VINTAGE UNION JACK DOORSTOP,UNMAPPED,,,,,,,0.4881,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21625,VINTAGE UNION JACK APRON,UNMAPPED,,,,,,,0.5947,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21626,VINTAGE UNION JACK PENNANT,UNMAPPED,,,,,,,0.1669,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21627,ELEPHANT CARNIVAL POUFFE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21628,TRIANGULAR POUFFE VINTAGE,UNMAPPED,,,,,,,0.1107,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21629,SQUARE FLOOR CUSHION VINTAGE RED,UNMAPPED,,,,,,,0.3719,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21630,FLOOR CUSHION ELEPHANT CARNIVAL,UNMAPPED,,,,,,,0.1841,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21631,HIPPY CHIC DECORATIVE PARASOL,UNMAPPED,,,,,,,0.0980,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21632,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,21633,SUNFLOWER DECORATIVE PARASOL,UNMAPPED,,,,,,,0.1521,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
